Car_Body,Car_Name,Year,Engine,Transmission,Fueltype,Mileage,Price
Micro Van,Every,2019,660,Automatic,Petrol,49000,3350000
Sedan,A3,2018,1200,Automatic,Petrol,17900,11500000
Hatchback,Wagon,2015,660,Automatic,Petrol,100000,2050000
Hatchback,Move,2018,660,Automatic,Petrol,96000,3000000
Hatchback,Dayz,2021,660,Automatic,Hybrid,26000,4050000
Hatchback,Passo,2018,1000,Automatic,Petrol,47654,4550000
SUV,Land,2016,4600,Automatic,Petrol,73000,31500000
Van,Hiace,2016,2700,Automatic,Petrol,95315,8500000
Hatchback,Wagon,2015,660,Automatic,Petrol,66000,2475000
Crossover,Vezel,2017,1500,Automatic,Petrol,65000,6600000
Crossover,C-HR,2017,1800,Automatic,Hybrid,84000,8750000
Hatchback,Alto,2015,660,Automatic,Petrol,79000,2475000
Crossover,Vezel,2015,1500,Automatic,Hybrid,132000,4900000
Crossover,Vezel,2016,1500,Automatic,Hybrid,124000,5980000
Station Wagon,Corolla,2015,1500,Automatic,Petrol,141000,3250000
Hatchback,Note,2017,1200,Automatic,Hybrid,129000,4200000
Crossover,Vezel,2015,1500,Automatic,Hybrid,98000,5350000
SUV,Fortuner,2020,2800,Automatic,Diesel,66000,17000000
Hatchback,Alto,2019,660,Automatic,Petrol,103000,3450000
Crossover,Raize,2019,1000,Automatic,Petrol,29000,5650000
Hatchback,N,2016,660,Automatic,Petrol,70,3150000
Hatchback,Vitz,2017,996,Automatic,Petrol,60000,3799000
Crossover,Glory,2021,1500,Automatic,Petrol,46000,5275000
Hatchback,Vitz,2019,996,Automatic,Petrol,16000,4700000
SUV,LX,2016,5700,Automatic,Petrol,63000,64000000
Hatchback,N,2020,660,Automatic,Petrol,13000,3600000
Hatchback,Dayz,2018,660,Automatic,Petrol,78000,2400000
Micro Van,Every,2017,660,Automatic,Petrol,195000,2950000
SUV,Land,2015,4600,Automatic,Petrol,81121,31500000
Mini Van,Bolan,2016,800,Manual,Petrol,7736,900000
Crossover,Vezel,2021,1496,Automatic,Hybrid,42000,13000000
SUV,Prado,2018,2755,Automatic,Diesel,15000,34500000
Hatchback,Vitz,2017,1000,Automatic,Petrol,28500,4500000
SUV,Sportage,2020,2000,Automatic,Petrol,86000,7855000
Crossover,Raize,2019,996,Automatic,Petrol,8400,6900000
Hatchback,Aqua,2021,1500,Automatic,Hybrid,150000,5125000
Micro Van,Clipper,2018,660,Automatic,Petrol,110000,1695000
SUV,Sportage,2019,2000,Automatic,Petrol,64000,7500000
Pick Up,Tacoma,2016,3500,Automatic,Petrol,104000,17500000
Hatchback,Mira,2020,660,Automatic,Petrol,14900,4000000
Mini Van,Hijet,2018,660,Automatic,Petrol,61000,2410000
SUV,Rover,2018,5000,Automatic,Petrol,17000,65000000
Crossover,Vezel,2018,1500,Automatic,Petrol,30020,8575000
Hatchback,N,2020,660,Automatic,Petrol,4139,3625000
SUV,Land,2016,4600,Automatic,Petrol,120,41500000
Crossover,Vezel,2017,1500,Automatic,Petrol,180000,6550000
Crossover,C-HR,2017,1800,Automatic,Hybrid,147000,9495000
Hatchback,Passo,2018,1000,Automatic,Petrol,50313,3850000
Van,Bolan,2016,800,Manual,Petrol,21658,1025000
Sedan,City,2018,1300,Automatic,Petrol,31000,3850000
Hatchback,Cast,2020,660,Automatic,Petrol,34000,3800000
Crossover,Vezel,2021,1496,Automatic,Hybrid,7500,11900000
Sedan,A4,2017,1400,Automatic,Petrol,41000,12000000
High Roof,Hiace,2016,2700,Automatic,Petrol,80000,5200000
SUV,Prado,2017,2700,Automatic,Petrol,61200,30000000
Hatchback,Mira,2019,660,Automatic,Petrol,37000,3450000
MPV,Grand,2021,3500,Automatic,Petrol,30000,12900000
SUV,Prado,2018,2700,Automatic,Petrol,29000,27500000
Micro Van,Clipper,2015,660,Automatic,Petrol,134000,2200000
Hatchback,Wagon,2019,660,Automatic,Hybrid,23500,3600000
Crossover,Vezel,2016,1500,Automatic,Hybrid,64000,7000000
Hatchback,Wagon,2015,660,Automatic,Petrol,94000,2260000
Crossover,Glory,2021,1500,Automatic,Petrol,28000,5400000
Mini Van,Note,2018,1200,Automatic,Hybrid,42000,4800000
Hatchback,Mira,2021,660,Automatic,Petrol,19000,3820000
Sedan,Benz,2020,1500,Automatic,Petrol,3200,23800000
Sedan,Corolla,2019,1300,Automatic,Petrol,29649,4700000
Hatchback,Cast,2018,660,Automatic,Petrol,44000,3575000
Crossover,Vezel,2018,1500,Automatic,Hybrid,46000,9200000
Hatchback,Aqua,2016,1500,Automatic,Hybrid,173000,4200000
SUV,Prado,2018,2700,Automatic,Petrol,18000,31000000
Hatchback,Vitz,2019,1000,Manual,Petrol,65786,2470000
Crossover,C-HR,2017,1800,Automatic,Hybrid,65000,8400000
Hatchback,Cast,2021,660,Automatic,Petrol,5000,4200000
MPV,Roomy,2019,1000,Automatic,Petrol,43000,4300000
Mini Van,MR,2015,660,Automatic,Petrol,78000,2425000
Hatchback,Dayz,2020,660,Automatic,Hybrid,48000,4000000
Hatchback,Pixis,2015,660,Automatic,Petrol,115000,2450000
Hatchback,Aqua,2018,1500,Automatic,Hybrid,103500,5950000
SUV,Land,2022,3445,Automatic,Petrol,1500,95000000
Hatchback,Mira,2022,660,Automatic,Petrol,6500,3825000
Micro Van,Clipper,2019,660,Automatic,Petrol,65000,2600000
SUV,Land,2016,4600,Automatic,Petrol,60000,42500000
Hatchback,Vitz,2017,1000,Automatic,Petrol,126000,3900000
Crossover,Vezel,2021,1496,Automatic,Hybrid,3000,12800000
Station Wagon,Spacia,2015,660,Automatic,Petrol,70000,2350000
Sedan,Yaris,2022,1500,Automatic,Petrol,36000,5025000
Crossover,C-HR,2017,1800,Automatic,Hybrid,56007,8550000
Mini Vehicles,Taft,2021,660,Automatic,Petrol,7800,4550000
SUV,Vitara,2017,1600,Automatic,Petrol,104000,4950000
Hatchback,Mira,2020,660,Automatic,Petrol,19750,3675000
Hatchback,Dayz,2015,660,Automatic,Petrol,93000,2425000
SUV,Prado,2016,2700,Automatic,Petrol,95000,24500000
Crossover,C-HR,2017,1800,Automatic,Hybrid,125000,8500000
Sedan,Prius,2015,1800,Automatic,Petrol,80500,5599000
Hatchback,Wagon,2015,660,Automatic,Petrol,85000,2400000
Hatchback,Vitz,2018,1000,Automatic,Petrol,15000,4590000
Mini Van,Karvaan,2021,999,Manual,Petrol,30000,2950000
Hatchback,Vitz,2018,996,Automatic,Petrol,56000,4075000
Sedan,A5,2018,1400,Automatic,Petrol,45000,15500000
Sedan,A5,2018,1400,Automatic,Petrol,71000,15500000
SUV,Land,2015,4600,Automatic,Petrol,111300,39500000
Sedan,Benz,2018,1600,Automatic,Petrol,15000,20500000
Sedan,Insight,2019,1500,Automatic,Hybrid,60268,10000000
Hatchback,Dayz,2021,660,Automatic,Hybrid,35000,3725000
Hatchback,Aqua,2017,1500,Automatic,Hybrid,67500,4600000
Sedan,Prius,2017,1800,Automatic,Hybrid,40000,7700000
Hatchback,Mira,2022,660,Automatic,Petrol,700,3775000
Hatchback,Dayz,2017,660,Automatic,Petrol,44000,2725000
Hatchback,Move,2019,660,Automatic,Petrol,7750,3250000
SUV,LX,2016,5700,Automatic,Petrol,90000,60000000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,78000,4550000
Sedan,Benz,2017,1500,Automatic,Petrol,48000,15500000
Sedan,Corolla,2016,1300,Manual,Petrol,200000,3350000
Compact sedan,City,2022,1200,Automatic,Petrol,30000,4700000
Hatchback,Aygo,2015,1000,Manual,Petrol,110000,2375000
SUV,Land,2018,4608,Automatic,Petrol,16800,55000000
Hatchback,Alto,2019,660,Automatic,Petrol,13000,3500000
Sedan,A3,2015,1800,Automatic,Petrol,104000,6700000
Crossover,Vezel,2016,1500,Automatic,Petrol,95000,7000000
Sedan,A4,2018,1400,Automatic,Petrol,83000,11200000
Hatchback,Alto,2016,660,Automatic,Petrol,131000,2850000
Van,Sienta,2018,1500,Automatic,Hybrid,49000,6300000
Hatchback,Dayz,2015,660,Automatic,Petrol,104640,2350000
Sedan,Prius,2016,1800,Automatic,Hybrid,65000,7600000
Hatchback,Aqua,2018,1500,Automatic,Hybrid,130000,6400000
SUV,Tucson,2022,2000,Automatic,Petrol,14000,8700000
Hatchback,V2,2018,1300,Manual,Petrol,81000,1525000
Crossover,HS,2021,1500,Automatic,Petrol,26000,6500000
SUV,Land,2017,4600,Automatic,Petrol,39000,45000000
Hatchback,Passo,2015,1000,Automatic,Petrol,95000,2260000
Hatchback,Wagon,2020,660,Automatic,Hybrid,21000,4000000
Compact SUV,ZS,2021,1500,Automatic,Petrol,26300,5600000
Crossover,HS,2021,1500,Automatic,Petrol,50000,6400000
Hatchback,Boon,2020,1000,Automatic,Petrol,58000,4250000
Hatchback,Vitz,2018,1000,Automatic,Petrol,40600,3915000
Sedan,A4,2017,1400,Automatic,Petrol,61032,11500000
Hatchback,Vitz,2020,996,Automatic,Petrol,59000,4600000
Double Cabin,F,2016,5000,Automatic,Petrol,80000,32000000
Sedan,Corolla,2017,1600,Automatic,Petrol,113500,4500000
Hatchback,Aqua,2018,1500,Automatic,Hybrid,88000,5725000
Hatchback,Mira,2017,660,Automatic,Petrol,75000,3200000
Hatchback,Vitz,2019,1000,Automatic,Petrol,46000,4650000
Hatchback,Passo,2020,1000,Automatic,Petrol,80000,4150000
Hatchback,Dayz,2019,660,Automatic,Petrol,14000,3450000
SUV,Prado,2018,2700,Automatic,Petrol,60000,30000000
Hatchback,Move,2020,660,Automatic,Petrol,64000,3575000
Hatchback,Mira,2015,660,Automatic,Petrol,128000,2250000
Hatchback,Mira,2020,660,Automatic,Petrol,16000,3400000
Sedan,Corolla,2018,1300,Automatic,Petrol,100257,3900000
Station Wagon,Corolla,2015,1500,Automatic,Hybrid,140000,5000000
Hatchback,Wagon,2020,660,Automatic,Hybrid,19000,3875000
Crossover,C-HR,2017,1800,Automatic,Hybrid,89000,8050000
Crossover,HS,2022,1500,Automatic,Petrol,6300,7590000
Hatchback,Passo,2020,1000,Automatic,Petrol,12160,4300000
SUV,Land,2018,4600,Automatic,Petrol,12000,54000000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,109000,4250000
Hatchback,N,2016,660,Automatic,Petrol,56000,2910000
Sedan,Civic,2017,1800,Automatic,Petrol,100000,4800000
Hatchback,Fit,2018,1500,Automatic,Hybrid,49000,4950000
Mini Van,Freed,2016,1500,Automatic,Petrol,88000,6000000
SUV,Sportage,2020,2000,Automatic,Petrol,118000,5500000
SUV,LX,2016,5700,Automatic,Petrol,50000,63000000
Sedan,A6,2018,1800,Automatic,Petrol,66000,17500000
Crossover,Vezel,2019,1500,Automatic,Hybrid,60000,7800000
Sedan,Corolla,2017,1500,Automatic,Petrol,39000,6500000
Hatchback,Tanto,2019,660,Automatic,Petrol,34000,3200000
Hatchback,Pixis,2015,660,Automatic,Petrol,80000,2450000
Hatchback,Passo,2015,1000,Automatic,Petrol,75000,3040000
Sedan,Grace,2015,1500,Automatic,Petrol,125000,4150000
Sedan,Prius,2015,1800,Automatic,Petrol,104000,4975000
Micro Van,Every,2016,660,Automatic,Petrol,169000,1150000
Hatchback,Prius,2017,1800,Automatic,Hybrid,152000,8900000
Hatchback,Dayz,2015,660,Automatic,Petrol,85000,2385000
Mini Van,Hijet,2017,660,Automatic,Petrol,150000,2250000
Station Wagon,Corolla,2015,1500,Automatic,Petrol,1000000,5500000
Sedan,Civic,2016,1800,Automatic,Petrol,75000,4925000
Station Wagon,Spacia,2019,660,Automatic,Hybrid,37000,3000000
Hatchback,Wagon,2020,660,Automatic,Hybrid,19500,3825000
Crossover,Vezel,2015,1500,Automatic,Hybrid,93000,5790000
Hatchback,Wagon,2017,660,Automatic,Petrol,35600,2595000
Hatchback,Vitz,2019,1000,Automatic,Petrol,120000,4200000
Micro Van,Every,2019,660,Automatic,Petrol,36000,2500000
SUV,Tucson,2021,2000,Automatic,Petrol,71000,7900000
Hatchback,Dayz,2021,660,Automatic,Hybrid,25000,3200000
Sedan,Civic,2017,1800,Automatic,Petrol,112000,4850000
Mini Van,Hijet,2016,660,Automatic,Petrol,195000,1575000
Hatchback,Vitz,2018,1000,Automatic,Petrol,80000,4250000
Hatchback,Alto,2017,660,Automatic,Petrol,52000,2800000
Hatchback,Dayz,2020,660,Automatic,Hybrid,9000,3400000
Hatchback,Passo,2016,1000,Automatic,Petrol,73000,3200000
Hatchback,Wagon,2021,660,Automatic,Hybrid,10000,3750000
SUV,Land,2015,4600,Automatic,Petrol,84000,39000000
Sedan,Insight,2020,1500,Automatic,Hybrid,21000,13700000
SUV,Land,2017,4600,Automatic,Petrol,21000,45000000
Hatchback,Alto,2016,660,Automatic,Petrol,107548,3000000
Hatchback,Move,2015,660,Automatic,Petrol,64000,2600000
Hatchback,Alto,2017,660,Automatic,Petrol,59200,2835000
Micro Van,Every,2020,660,Automatic,Petrol,61000,1850000
MPV,Roomy,2019,1000,Automatic,Petrol,50000,3800000
Hatchback,Vitz,2018,1000,Automatic,Petrol,78000,3825000
Hatchback,V2,2015,1300,Manual,Petrol,96000,1400000
Sedan,A4,2016,2000,Automatic,Petrol,49000,12800000
Compact SUV,Rocky,2020,1000,Automatic,Petrol,34000,5950000
Crossover,C-HR,2018,1800,Automatic,Hybrid,40000,8490000
Hatchback,Pixis,2017,660,Automatic,Petrol,86000,3250000
Crossover,Vezel,2018,1500,Automatic,Petrol,64000,8450000
Hatchback,Vitz,2018,996,Automatic,Petrol,79000,3775000
Hatchback,Moco,2015,660,Automatic,Petrol,85000,2095000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,101500,4500000
Hatchback,Passo,2020,1000,Automatic,Petrol,25000,4275000
Hatchback,Note,2018,1200,Automatic,Hybrid,79000,4200000
Hatchback,Mira,2015,660,Automatic,Petrol,89000,2500000
Sedan,Sonata,2022,2497,Automatic,Petrol,17000,10800000
SUV,Prado,2015,2700,Automatic,Petrol,97000,23000000
Sedan,City,2016,1300,Automatic,Petrol,108000,3270000
SUV,Land,2021,4600,Automatic,Petrol,10000,85000000
MPV,BR-V,2022,1500,Automatic,Petrol,45000,5700000
SUV,Prado,2019,2700,Automatic,Petrol,10000,30000000
Sedan,Insight,2019,1500,Automatic,Hybrid,15000,13000000
SUV,Tucson,2022,2000,Automatic,Petrol,17000,8200000
Hatchback,Passo,2018,1000,Automatic,Petrol,35000,4200000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,80000,4800000
Hatchback,Passo,2020,1000,Automatic,Petrol,10000,4350000
Sedan,A5,2019,1400,Automatic,Petrol,45000,18000000
Hatchback,Aqua,2018,1500,Automatic,Hybrid,34500,6200000
Hatchback,Alto,2018,660,Automatic,Petrol,88000,2650000
Sedan,Benz,2021,1600,Automatic,Petrol,21000,23400000
Hatchback,Fit,2015,1500,Automatic,Hybrid,77000,3995000
Hatchback,Passo,2021,1000,Automatic,Petrol,2000,4500000
SUV,Land,2016,4600,Automatic,Petrol,45000,43000000
Hatchback,N,2019,660,Automatic,Petrol,19200,2975000
Crossover,Raize,2021,996,Automatic,Petrol,49000,5950000
SUV,Land,2015,4600,Automatic,Petrol,90000,37000000
Hatchback,Vitz,2015,1000,Automatic,Petrol,51241,2985000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,188888,4620000
Hatchback,Passo,2017,1000,Automatic,Petrol,94000,3650000
Crossover,C-HR,2017,1800,Automatic,Hybrid,78000,8600000
Hatchback,Wagon,2015,660,Automatic,Petrol,72000,2875000
Sedan,Civic,2017,1800,Automatic,Petrol,98000,4500000
Crossover,C-HR,2021,1800,Automatic,Hybrid,61000,8000000
Sedan,Insight,2018,1500,Automatic,Hybrid,34000,10700000
Sedan,Prius,2018,1800,Automatic,Hybrid,100350,8900000
Hatchback,Fit,2015,1500,Automatic,Hybrid,95000,4150000
Crossover,Vezel,2016,1500,Automatic,Hybrid,94000,6580000
Hatchback,Passo,2017,1000,Automatic,Petrol,63000,3690000
Station Wagon,Fit,2016,1500,Automatic,Hybrid,90000,4400000
Hatchback,Jade,2018,1500,Automatic,Hybrid,90000,4800000
SUV,Prado,2015,4000,Automatic,Petrol,50000,14500000
Crossover,Vezel,2020,1500,Automatic,Hybrid,165000,5500000
Hatchback,Vitz,2019,996,Automatic,Petrol,63000,4325000
Crossover,C-HR,2019,1197,Automatic,Hybrid,47000,8500000
SUV,Prado,2015,2700,Automatic,Petrol,83000,22500000
Hatchback,Vitz,2018,996,Automatic,Petrol,54000,4225000
Hatchback,Mira,2015,660,Automatic,Petrol,49600,2780000
Sedan,Corolla,2019,1300,Manual,Petrol,66000,4300000
Hatchback,Vitz,2019,996,Automatic,Petrol,41500,4100000
Hatchback,Wagon,2019,660,Automatic,Hybrid,17143,3650000
Hatchback,EK,2018,660,Automatic,Petrol,56000,2950000
Van,Sienta,2017,1500,Automatic,Hybrid,70000,6000000
Hatchback,Dayz,2018,660,Automatic,Petrol,69000,3390000
Crossover,Vezel,2017,1500,Automatic,Hybrid,70000,8000000
Crossover,Vezel,2015,1500,Automatic,Hybrid,130000,5300000
Hatchback,Swift,2022,1242,Automatic,Petrol,9200,4775000
Hatchback,Dayz,2020,660,Automatic,Petrol,32000,3650000
Micro Van,Every,2018,660,Automatic,Petrol,130000,2575000
Hatchback,Passo,2016,1000,Automatic,Petrol,56000,3250000
Van,Bolan,2018,800,Manual,Petrol,41000,1225000
Micro Van,Every,2016,660,Automatic,Petrol,96803,1425000
Hatchback,Mira,2018,660,Automatic,Petrol,49000,3130000
Crossover,Vezel,2018,1500,Automatic,Petrol,66000,7800000
Crossover,Xbee,2019,1000,Automatic,Hybrid,136279,4800000
Hatchback,Mira,2017,660,Automatic,Petrol,75000,3260000
Hatchback,Passo,2016,1000,Automatic,Petrol,120000,3000000
Hatchback,Cast,2016,660,Automatic,Petrol,98000,2750000
SUV,Prado,2019,2700,Automatic,Petrol,44676,34600000
Hatchback,Aqua,2017,1500,Automatic,Hybrid,60000,4825000
Hatchback,Ek,2019,660,Automatic,Petrol,30000,3350000
Micro Van,Every,2019,660,Automatic,Petrol,54000,2780000
Hatchback,Cast,2017,660,Automatic,Petrol,85000,3165000
Hatchback,Vitz,2019,996,Automatic,Petrol,80000,4325000
SUV,BJ40,2022,1981,Automatic,Petrol,22000,9600000
Hatchback,Ek,2018,660,Automatic,Petrol,12935,3000000
Hatchback,Wagon,2015,660,Automatic,Petrol,85000,2500000
Crossover,Vezel,2016,1500,Automatic,Petrol,99000,7400000
SUV,Prado,2018,2700,Automatic,Petrol,46000,25500000
Sedan,A5,2019,1400,Automatic,Petrol,35000,18000000
Hatchback,Alto,2016,660,Automatic,Petrol,86500,2450000
Hatchback,Vitz,2016,1000,Automatic,Petrol,52000,3650000
Hatchback,Vitz,2017,1500,Automatic,Hybrid,90532,3950000
Hatchback,Vitz,2018,1000,Automatic,Petrol,80000,4300000
SUV,Prado,2016,2700,Automatic,Petrol,71500,26000000
Mini Van,Hijet,2017,660,Automatic,Petrol,85000,1485000
Hatchback,Mira,2022,660,Automatic,Petrol,10450,3750000
Hatchback,Passo,2016,1000,Automatic,Petrol,62000,3175000
SUV,Prado,2017,2700,Automatic,Petrol,21000,26800000
SUV,Prado,2016,2755,Automatic,Diesel,45000,32500000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,130000,3900000
Hatchback,Mira,2020,660,Automatic,Petrol,27000,3550000
Sedan,A6,2016,1800,Automatic,Petrol,94000,13500000
Hatchback,Aqua,2017,1500,Automatic,Hybrid,91000,4850000
Sedan,Corolla,2021,1598,Automatic,Petrol,28000,5600000
SUV,Rush,2015,1500,Automatic,Petrol,90000,3300000
Hatchback,Move,2020,660,Automatic,Petrol,6500,3650000
Hatchback,Vitz,2018,996,Automatic,Petrol,81000,3695000
Micro Van,Every,2020,660,Automatic,Petrol,87000,2300000
Hatchback,Note,2019,1198,Automatic,Hybrid,45000,4750000
Hatchback,Alto,2016,660,Automatic,Petrol,95423,2425000
Sedan,Accord,2017,2400,Automatic,Petrol,145000,11500000
Hatchback,Passo,2020,1000,Automatic,Petrol,17000,4425000
Hatchback,Vitz,2017,996,Automatic,Petrol,65340,3660000
Hatchback,Mira,2020,660,Automatic,Petrol,12000,3450000
Hatchback,Vitz,2019,996,Automatic,Petrol,25000,4050000
Sedan,Civic,2016,1500,Automatic,Petrol,145000,4750000
SUV,Sportage,2020,1999,Automatic,Petrol,79267,7200000
Hatchback,Mira,2018,660,Automatic,Petrol,42000,3290000
Hatchback,N,2020,660,Automatic,Petrol,58000,3625000
Crossover,Vezel,2020,1500,Automatic,Petrol,44000,8500000
Hatchback,N,2020,660,Automatic,Petrol,5300,3650000
Hatchback,Passo,2016,1000,Automatic,Petrol,73500,3490000
Hatchback,Passo,2016,1000,Automatic,Petrol,68000,3490000
Hatchback,Mira,2015,660,Automatic,Petrol,119000,2350000
Hatchback,Move,2020,660,Automatic,Petrol,15000,3445000
Hatchback,Note,2019,1198,Automatic,Hybrid,38500,4700000
Sedan,City,2018,1300,Automatic,Petrol,99000,3485000
Hatchback,Move,2015,660,Automatic,Petrol,89000,1870000
Crossover,HS,2021,1500,Automatic,Petrol,28000,7000000
Sedan,Corolla,2017,1500,Automatic,Hybrid,45500,7400000
Sedan,Grace,2015,1500,Automatic,Hybrid,99500,4000000
Hatchback,Passo,2015,1000,Automatic,Petrol,68000,2725000
Hatchback,Passo,2018,1000,Automatic,Petrol,7100,3965000
Crossover,Vezel,2015,1500,Automatic,Hybrid,64000,5600000
Hatchback,Mira,2019,660,Automatic,Petrol,14000,3275000
Van,Serena,2020,2000,Automatic,Hybrid,36000,9000000
Convertible,Benz,2018,1600,Automatic,Petrol,44000,24500000
Sedan,A6,2017,1800,Automatic,Petrol,79000,14800000
Sedan,A4,2019,1400,Automatic,Petrol,25000,15700000
SUV,X70,2021,1500,Automatic,Petrol,9900,9000000
Crossover,Vezel,2020,1500,Automatic,Hybrid,8800,10500000
SUV,Fortuner,2021,2800,Automatic,Diesel,15193,18500000
Convertible,Copen,2017,660,Automatic,Petrol,45264,3600000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,142000,4275000
Hatchback,Move,2021,660,Automatic,Petrol,6000,3700000
Hatchback,Passo,2015,1000,Automatic,Petrol,102000,2990000
Hatchback,Mira,2020,660,Automatic,Petrol,10552,3500000
Sedan,Benz,2015,1600,Automatic,Petrol,40000,14800000
Hatchback,N,2021,660,Automatic,Petrol,14641,3890000
SUV,Prado,2018,2800,Automatic,Diesel,33590,30000000
SUV,Prado,2016,2700,Automatic,Petrol,55000,23000000
Hatchback,Dayz,2018,660,Automatic,Petrol,85000,3175000
Hatchback,Mira,2016,660,Automatic,Petrol,98000,2540000
Crossover,Vezel,2016,1500,Automatic,Petrol,57000,7300000
Crossover,Vezel,2015,1500,Automatic,Hybrid,59600,5800000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,80910,4550000
Hatchback,Dayz,2016,660,Automatic,Petrol,50000,2575000
Hatchback,Note,2020,1198,Automatic,Hybrid,44000,4700000
Hatchback,Alto,2020,660,Automatic,Petrol,24000,3550000
Compact SUV,ZS,2021,1490,Automatic,Petrol,59000,5300000
Crossover,Raize,2020,1000,Automatic,Petrol,13000,7200000
SUV,Prado,2019,2700,Automatic,Petrol,35600,32000000
Crossover,Vezel,2021,1500,Automatic,Hybrid,14500,12500000
Crossover,Raize,2020,996,Automatic,Petrol,59000,5750000
Hatchback,Alto,2020,660,Automatic,Petrol,16000,3450000
Crossover,Vezel,2018,1500,Automatic,Petrol,45000,8795000
MPV,Grand,2019,3300,Automatic,Petrol,45000,9700000
Sedan,Grace,2015,1500,Automatic,Petrol,118000,4500000
Hatchback,Vitz,2015,1000,Automatic,Petrol,84000,2790000
Hatchback,Move,2018,660,Automatic,Petrol,106000,3600000
Micro Van,Clipper,2018,660,Automatic,Petrol,50000,2470000
Micro Van,Every,2018,660,Automatic,Petrol,28000,2750000
Hatchback,Vitz,2018,1000,Automatic,Petrol,72000,4150000
Sedan,Elantra,2021,1999,Automatic,Petrol,28000,6295000
Hatchback,Passo,2019,1000,Automatic,Petrol,67000,4200000
Sedan,Corolla,2015,1800,Automatic,Petrol,110000,4200000
Hatchback,Move,2018,660,Automatic,Petrol,91000,3700000
Hatchback,Note,2018,1198,Automatic,Hybrid,76556,4750000
Hatchback,N,2016,660,Automatic,Petrol,76000,2990000
Hatchback,Passo,2019,1000,Automatic,Petrol,57045,4300000
Hatchback,Note,2021,1198,Automatic,Hybrid,2500,8700000
Crossover,Vezel,2015,1500,Automatic,Hybrid,140000,5275000
Sedan,Benz,2021,1500,Automatic,Petrol,9000,32000000
SUV,Tucson,2021,2000,Automatic,Petrol,32600,7900000
Crossover,X1,2017,1500,Automatic,Petrol,40052,7950000
SUV,Prado,2018,2700,Automatic,Petrol,49000,29200000
Hatchback,N,2020,660,Automatic,Petrol,28000,4200000
Hatchback,Mira,2019,660,Automatic,Petrol,38000,3375000
SUV,Land,2017,4600,Automatic,Petrol,62000,47500000
Crossover,C-HR,2018,1800,Automatic,Hybrid,110000,8900000
Hatchback,Alto,2016,660,Manual,Petrol,63000,2450000
Hatchback,Mira,2019,660,Automatic,Petrol,32000,3875000
Hatchback,Vitz,2015,1000,Automatic,Petrol,97000,3400000
Hatchback,Mehran,2019,800,Manual,Petrol,38890,1625000
Hatchback,Vitz,2018,1000,Automatic,Petrol,79000,4000000
